rep_genome	genome	gtdb_r220_taxonomy	study	sample_id	Asia	Europe	Hadza	NorthAmerica	Tsimane	total_mag_count
Enterenecus_sp934667095__Hadza_MoBio_hadza_E_H_F_21_1974	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_21_1974.147	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp934667095	Hadza	Hadza_MoBio_hadza-E-H_F_21_1974	0	0	9	0	4	13
Limivicinus_sp900546515__Hadza_MoBio_hadza_E_H_G_15_1738	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_15_1738.61	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900546515	Hadza	Hadza_MoBio_hadza-E-H_G_15_1738	0	0	36	0	17	53
Limivicinus_sp900549485__Hadza_MoBio_hadza_E_H_G_5_1733	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_5_1733.241	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900549485	Hadza	Hadza_MoBio_hadza-E-H_G_5_1733	0	0	19	0	21	40
Dysosmobacter_sp900544615__Hadza_MoBio_hadza_E_H_J_18_2314	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_18_2314.16	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900544615	Hadza	Hadza_MoBio_hadza-E-H_J_18_2314	0	0	49	0	9	58
Limivicinus_sp900549865__Hadza_MoBio_hadza_E_H_K_13_1776	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_13_1776.296	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900549865	Hadza	Hadza_MoBio_hadza-E-H_K_13_1776	0	3	42	1	47	93
Vescimonas_sp900551995__Hadza_MoBio_hadza_E_H_K_1_1770	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_1_1770.120	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900551995	Hadza	Hadza_MoBio_hadza-E-H_K_1_1770	0	0	40	1	42	83
Hominicoprocola_sp900317525__Hadza_MoBio_hadza_E_H_M_22_1922	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_M_22_1922.106	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	Hadza	Hadza_MoBio_hadza-E-H_M_22_1922	0	20	109	36	65	230
Faecousia_sp900544945__Hadza_MoBio_hadza_I_L_B_22_1164	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_B_22_1164.167	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900544945	Hadza	Hadza_MoBio_hadza-I-L_B_22_1164	0	1	53	0	34	88
Limivicinus_sp934591725__Hadza_MoBio_hadza_I_L_I_19_2477	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.421	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp934591725	Hadza	Hadza_MoBio_hadza-I-L_I_19_2477	0	0	17	0	8	25
Faecousia_sp900752285__Hadza_MoBio_hadza_I_L_I_19_2477	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900752285	Hadza	Hadza_MoBio_hadza-I-L_I_19_2477	0	0	47	0	14	61
Faecousia_sp900547405__Hadza_MoBio_hadza_I_L_I_4_2616	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_4_2616.106	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900547405	Hadza	Hadza_MoBio_hadza-I-L_I_4_2616	0	0	55	1	30	86
Faecousia_sp934591845__Hadza_MoBio_hadza_I_L_M_10_2632	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_10_2632.111	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp934591845	Hadza	Hadza_MoBio_hadza-I-L_M_10_2632	0	0	13	0	9	22
Oscillibacter_sp934574045__Hadza_MoBio_hadza_I_L_M_13_2496	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_13_2496.64	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp934574045	Hadza	Hadza_MoBio_hadza-I-L_M_13_2496	0	0	16	0	8	24
Faecousia_sp900546075__Hadza_MoBio_hadza_I_L_O_2_2674	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_2_2674.240	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900546075	Hadza	Hadza_MoBio_hadza-I-L_O_2_2674	5	3	18	2	19	47
Onthomonas_sp900752305__Hadza_PheChl_Fiber_Hadza_Nepal_A_12_1545	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_12_1545.45	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Onthomonas;s__Onthomonas sp900752305	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_12_1545	0	0	26	0	7	33
Limivicinus_sp934572335__Hadza_PheChl_Fiber_Hadza_Nepal_A_6_1188	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_6_1188.110	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp934572335	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_6_1188	0	0	21	0	30	51
Hominicoprocola_sp900768135__Hadza_PheChl_Fiber_Hadza_Nepal_A_6_1188	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_6_1188.19	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900768135	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_6_1188	0	1	12	0	25	38
Limivicinus_sp934573855__Hadza_PheChl_Fiber_Hadza_Nepal_C_20_1180	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180.190	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp934573855	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180	0	0	32	0	16	48
Evtepia_sp004556345__Hadza_PheChl_Fiber_Hadza_Nepal_C_20_1180	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180.215	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180	0	0	73	0	78	151
UBA10281_sp900554485__Hadza_MoBio_hadza_A_D_C_6_1128	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K127_MEGAHIT__Hadza_MoBio_hadza-A-D_C_6_1128.92	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900554485	Hadza	Hadza_MoBio_hadza-A-D_C_6_1128	1	0	4	0	6	11
CAG_170_sp900548625__Hadza_MoBio_C_REDO_D_2_1542	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_2_1542.113	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900548625	Hadza	Hadza_MoBio_C-REDO_D_2_1542	0	2	31	1	17	51
Faecousia_sp900554705__Hadza_MoBio_C_REDO_D_2_1542	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_2_1542.53	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900554705	Hadza	Hadza_MoBio_C-REDO_D_2_1542	0	0	16	0	4	20
Ruminococcus_C_sp000437175__Hadza_MoBio_hadza_A_D_B_4_1602	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_4_1602.142	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175	Hadza	Hadza_MoBio_hadza-A-D_B_4_1602	0	5	18	1	8	32
UMGS1766_sp900554855__Hadza_MoBio_hadza_A_D_B_6_1603	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_6_1603.59	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__UMGS1766 sp900554855	Hadza	Hadza_MoBio_hadza-A-D_B_6_1603	0	0	42	0	19	61
UBA10281_sp900548285__Hadza_MoBio_hadza_A_D_E_6_1152	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_6_1152.83	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900548285	Hadza	Hadza_MoBio_hadza-A-D_E_6_1152	0	6	19	1	20	46
UBA6382_sp900557555__Hadza_MoBio_hadza_A_D_G_6_1094	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_6_1094.245	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__UBA6382 sp900557555	Hadza	Hadza_MoBio_hadza-A-D_G_6_1094	0	1	55	0	10	66
UBA10281_sp900764105__Hadza_MoBio_hadza_A_D_H_5_1561	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_5_1561.98	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900764105	Hadza	Hadza_MoBio_hadza-A-D_H_5_1561	0	0	9	0	4	13
CAG_1138_sp000434675__Hadza_MoBio_hadza_A_D_I_4_1118	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_I_4_1118.67	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-1138;s__CAG-1138 sp000434675	Hadza	Hadza_MoBio_hadza-A-D_I_4_1118	0	3	22	0	7	32
Alloprevotella_sp900539625__Hadza_MoBio_hadza_A_D_M_18_1188	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_18_1188.16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900539625	Hadza	Hadza_MoBio_hadza-A-D_M_18_1188	4	9	77	6	23	119
CAG_170_sp934631005__Hadza_MoBio_hadza_A_D_M_24_1194	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_24_1194.22	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp934631005	Hadza	Hadza_MoBio_hadza-A-D_M_24_1194	0	0	12	0	13	25
RGIG3102_sp934526065__Hadza_MoBio_hadza_E_H_A_20_1823	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_20_1823.152	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__RGIG3102 sp934526065	Hadza	Hadza_MoBio_hadza-E-H_A_20_1823	0	0	56	0	13	69
Desulfovibrio_sp900556755__Hadza_MoBio_hadza_E_H_B_9_1942	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_B_9_1942.125	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755	Hadza	Hadza_MoBio_hadza-E-H_B_9_1942	4	12	30	0	34	80
Paratractidigestivibacter_faecalis__Hadza_MoBio_hadza_E_H_E_15_1726	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_15_1726.193	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Paratractidigestivibacter;s__Paratractidigestivibacter faecalis	Hadza	Hadza_MoBio_hadza-E-H_E_15_1726	0	0	15	0	35	50
Faecousia_sp900546415__Hadza_MoBio_hadza_E_H_E_17_1727	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_17_1727.333	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900546415	Hadza	Hadza_MoBio_hadza-E-H_E_17_1727	0	0	12	0	32	44
Alloprevotella_sp900541575__Hadza_MoBio_hadza_E_H_E_17_1727	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_17_1727.351	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900541575	Hadza	Hadza_MoBio_hadza-E-H_E_17_1727	1	3	5	2	6	17
CAG_170_sp934661735__Hadza_MoBio_hadza_E_H_G_5_1733	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_5_1733.262	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp934661735	Hadza	Hadza_MoBio_hadza-E-H_G_5_1733	0	0	4	0	11	15
Ruminococcus_C_sp000437255__Hadza_MoBio_hadza_E_H_G_7_1734	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_7_1734.242	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437255	Hadza	Hadza_MoBio_hadza-E-H_G_7_1734	1	2	12	0	5	20
Ruminococcus_C_sp900545285__Hadza_MoBio_hadza_E_H_J_6_2308	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_6_2308.50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp900545285	Hadza	Hadza_MoBio_hadza-E-H_J_6_2308	4	1	38	1	12	56
Ruminococcus_C_sp000980705__Hadza_MoBio_hadza_E_H_K_14_1915	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_14_1915.106	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	Hadza	Hadza_MoBio_hadza-E-H_K_14_1915	18	1	9	1	4	33
Bilophila_wadsworthia__Hadza_MoBio_hadza_E_H_P_19_2149	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_19_2149.152	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Hadza	Hadza_MoBio_hadza-E-H_P_19_2149	30	39	4	7	7	87
UMGS1338_sp900550805__Hadza_MoBio_hadza_E_H_P_21_2150	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_21_2150.242	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QALW01;g__UMGS1338;s__UMGS1338 sp900550805	Hadza	Hadza_MoBio_hadza-E-H_P_21_2150	0	3	13	3	8	27
Alloprevotella_sp900540885__Hadza_MoBio_hadza_E_H_P_23_2151	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_23_2151.95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900540885	Hadza	Hadza_MoBio_hadza-E-H_P_23_2151	3	5	42	0	4	54
Faecousia_sp934667815__Hadza_MoBio_hadza_E_H_P_7_2143	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_7_2143.139	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp934667815	Hadza	Hadza_MoBio_hadza-E-H_P_7_2143	0	0	24	0	11	35
CAG_349_sp003539515__Hadza_MoBio_hadza_I_L_D_12_1182	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_12_1182.308	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	Hadza	Hadza_MoBio_hadza-I-L_D_12_1182	2	25	55	11	32	125
CAG_115_sp000432175__Hadza_MoBio_hadza_I_L_D_21_2679	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_21_2679.13	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp000432175	Hadza	Hadza_MoBio_hadza-I-L_D_21_2679	0	2	16	0	4	22
UBA10281_sp900767815__Hadza_MoBio_hadza_I_L_D_23_2656	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_23_2656.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900767815	Hadza	Hadza_MoBio_hadza-I-L_D_23_2656	0	0	27	0	10	37
UBA10281_sp900556195__Hadza_MoBio_hadza_I_L_I_19_2477	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_19_2477.299	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900556195	Hadza	Hadza_MoBio_hadza-I-L_I_19_2477	0	4	13	0	4	21
CAG_475_sp934233745__Hadza_MoBio_hadza_I_L_J_9_1249	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_9_1249.140	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp934233745	Hadza	Hadza_MoBio_hadza-I-L_J_9_1249	0	0	7	0	9	16
CAG_170_sp934668295__Hadza_MoBio_hadza_I_L_K_9_2483	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.284	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp934668295	Hadza	Hadza_MoBio_hadza-I-L_K_9_2483	0	0	5	0	7	12
RUG11142_sp902766215__Hadza_MoBio_hadza_I_L_K_9_2483	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_9_2483.409	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG11142;s__RUG11142 sp902766215	Hadza	Hadza_MoBio_hadza-I-L_K_9_2483	0	0	5	0	7	12
CAG_115_sp003507295__Hadza_MoBio_hadza_I_L_M_10_2632	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_10_2632.223	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003507295	Hadza	Hadza_MoBio_hadza-I-L_M_10_2632	2	3	12	0	4	21
CAG_170_sp000432135__Hadza_MoBio_hadza_I_L_M_13_2496	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_13_2496.88	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	Hadza	Hadza_MoBio_hadza-I-L_M_13_2496	14	21	21	14	13	83
Ruminococcus_C_sp000433635__Hadza_MoBio_hadza_I_L_M_24_2678	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_24_2678.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	Hadza	Hadza_MoBio_hadza-I-L_M_24_2678	3	20	61	3	20	107
UBA10677_sp934270565__Hadza_MoBio_hadza_I_L_O_11_2507	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_11_2507.41	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__UBA10677;s__UBA10677 sp934270565	Hadza	Hadza_MoBio_hadza-I-L_O_11_2507	0	0	4	0	5	9
Alloprevotella_sp900543155__Hadza_MoBio_hadza_I_L_O_8_2643	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_O_8_2643.30	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900543155	Hadza	Hadza_MoBio_hadza-I-L_O_8_2643	0	0	52	3	8	63
Ruminiclostridium_E_siraeum__Hadza_MoBio_hadza_I_L_P_16_2361	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_P_16_2361.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	Hadza	Hadza_MoBio_hadza-I-L_P_16_2361	31	71	56	53	10	221
CAG_552_sp000435495__Hadza_PheChl_Fiber_Hadza_Nepal_A_4_1166	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_4_1166.122	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__CAG-552;s__CAG-552 sp000435495	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_4_1166	0	11	11	0	5	27
CAG_170_sp934655875__Hadza_PheChl_Fiber_Hadza_Nepal_C_4_2225	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_4_2225.131	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp934655875	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_4_2225	0	0	4	0	6	10
CAKTOF01_sp934589675__Hadza_PheChl_Fiber_Hadza_Nepal_C_6_2233	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_6_2233.423	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAKTOF01;s__CAKTOF01 sp934589675	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_6_2233	0	0	8	0	9	17
Ruminococcus_sp900540005__Hadza_PheChl_Fiber_Hadza_Nepal_E_12_1556	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556.224	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556	0	1	44	0	14	59
Anaerotardibacter_sp900544455__Hadza_PheChl_Fiber_Hadza_Nepal_E_6_1527	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_6_1527.291	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp900544455	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_E_6_1527	0	0	13	0	4	17
